,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
7417,2013-06-13,Bank account or service,Checking account,Deposits and withdrawals,,,,TD Bank US Holding Company,DE,19810,,,Phone,2013-06-13,Closed with monetary relief,Yes,No,431580
7418,2015-11-09,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,"Citizens Financial Group, Inc.",MD,21703,,Consent not provided,Web,2015-11-13,Closed with explanation,Yes,No,1646310
7419,2014-07-17,Consumer Loan,Installment loan,Managing the loan or lease,,,,Delbert Services,NC,27106,,,Web,2014-07-17,Closed with explanation,Yes,No,941235
7420,2016-01-09,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,"Synchrony Bank contacted Lowe 's even though I paid Lowe 's years ago, have a zero balance, to have my account closed in retaliation. I paid the Lowe 's card off early and the last payment was for over XXXX dollars in 2013. I have other active Synchrony credit cards that have a balance that have no issues. The issues started with Synchrony Bank regarding a Walmart credit card which I paid for years. 
",,Synchrony Financial,CA,906XX,,Consent provided,Web,2016-01-09,Closed with explanation,Yes,No,1734870
7421,2015-12-31,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,,,Equifax,AZ,85013,Servicemember,Consent not provided,Web,2015-12-31,Closed with explanation,Yes,No,1723584
7422,2016-04-08,Credit card,,Other,,,,Discover,TX,75134,,,Phone,2016-04-08,Closed with non-monetary relief,Yes,No,1871756
7423,2015-09-29,Debt collection,Federal student loan,Communication tactics,Frequent or repeated calls,"I was tricked into an online learning college scam and ive become aware of it a few months to this day. I was pursuing a dream of becoming a XXXX, but unfortunately I was not lucky at the moment I enrolled in an online institution because there was no XXXX degrees being offered at the time XXXX of Puerto Rico. So I decided to entrolled at XXXX XXXX ONLINE to start pursuing a career XXXX. I asked for several loans to pay for the courses I was enrolled in and transactions were made between the education institution and the financial lender XXXX XXXX to cover the expenses of the degree, which were pretty expensive. XXXX XXXX XXXX was charging me {$300.00} per credit and the concentration courses were even XXXX credits, each course lasted 9 weeks and I only lasted 2 years before finding out that a college in Puerto Rico, XXXX College, was offering the same degree, and I didnt had to pay a cent for the same education and even a better one. I was told that not even XXXX charges {$300.00} per credit. Now I have my degree but there is still no jobs XXXX, neither I have being able to start my own business due to the poverty level im under. I survive by doing a job here and there, by donations my parents give me and by welfare I got at the moment of enrolling in XXXX COLLEGE due to the benefits a student renter has for having such low income. 

I understand that there is a debt forgiveness XXXX practiced in the economic world. Similar to XXXX XXXX XXXX where every seven years debt must be forgiven. There had pass 8 years almost and yet, my debt has not been forgiven. 
",Company chooses not to provide a public response,Allied Interstate LLC,,,,Consent provided,Web,2015-09-29,Closed with non-monetary relief,Yes,No,1585529
7424,2013-01-05,Bank account or service,Checking account,Problems caused by my funds being low,,,,Wells Fargo & Company,CA,92084,,,Referral,2013-01-07,Closed with explanation,Yes,No,222872
7425,2012-02-15,Credit card,,APR or interest rate,,,,JPMorgan Chase & Co.,IL,60429,,,Web,2012-02-15,Closed with relief,Yes,No,23628
7426,2014-10-03,Mortgage,Other mortgage,Other,,,,Ditech Financial LLC,NY,10598,,,Postal mail,2014-10-08,Closed with explanation,Yes,No,1056736
7427,2013-10-29,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,,,"Brown and Joseph, Ltd",FL,34420,,,Referral,2013-10-29,Closed with explanation,Yes,No,575723
7428,2015-05-06,Other financial service,Credit repair,Excessive fees,,"I used Lexington Law for 2 years to raise my credit score and remove some items from my credit report well my score went down about XXXX points after I was finished paying them {$99.00} a month for 2 years They did nothing for me except take my money every month. I truly would not recommend them to any one. I would call periodically and was told that if I would hang in there a year that I would see results a year after I started my score went DOWN. 
",,"John C. Heath, Attorney at Law, PLLC",MD,207XX,,Consent provided,Web,2015-05-06,Closed with explanation,Yes,No,1362891
7429,2015-02-22,Credit card,,Identity theft / Fraud / Embezzlement,,,,Bank of America,GA,30531,,,Web,2015-02-22,Closed with explanation,Yes,No,1251078
7430,2014-06-18,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",FL,33433,,,Referral,2014-07-21,Closed with explanation,Yes,No,900962
7431,2016-06-29,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",NC,28301,Older American,,Referral,2016-07-01,Closed with explanation,Yes,No,1991196
7432,2014-10-02,Mortgage,Other mortgage,Other,,,,PNC Bank N.A.,WA,98258,,,Referral,2014-10-09,Closed with explanation,Yes,No,1055234
7433,2016-05-24,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian,AZ,85712,,,Postal mail,2016-05-31,Closed with explanation,Yes,No,1938485
7434,2016-07-07,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,CA,93402,,Consent not provided,Web,2016-07-07,Closed with explanation,Yes,No,2001396
7435,2016-04-02,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"XX/XX/1999 I purchased a XXXX mobile home, and when signing the paper work, the finance company side if the interest rates went lower they would lower mine with in a year 's time, they did go down to about 6 % when I signed it was 12.25 % and all these years I have been paying nothing but interest. I have called more times that I can count and asked for a refinancing or a rate modification and each time I am told "" sorry we do n't do that ''. it make 's me want to tell them well come get it then and give them a week to do so but I have put a lot of money into my home. my husband and I have reroofed it put floating floors thought out it and replaced to kitchen and bathroom floors with tile painted the out side this is home. I just do not understand how or why they are so unwilling to work with me my payments are on time never late but like everyone else I have a hard time and have to let other things go to make sure that it stays that way. I tried to trade it in before I we did all the work on it and all mobile home dealers in the area tell me the same thing "" you are up side down on the money '' your home is n't worth what you owe ''. where do I go? what do I do form here? is there any help for us? my home is on privet property family owed. the the company I am financed with has changed name 2or 3 times I have asked for help 2 times each from each of them once to refinance and then to do a loan rate modification. 
",Company believes it acted appropriately as authorized by contract or law,Ditech Financial LLC,TN,376XX,,Consent provided,Web,2016-04-02,Closed with explanation,Yes,No,1861649
7436,2014-08-20,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Arbor Residential Mortgage LLC,MA,02343,,,Web,2014-08-20,Closed,Yes,No,992137
7437,2015-12-23,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,Experian,ND,585XX,,Other,Web,2015-12-23,Closed with explanation,Yes,No,1715135
7438,2014-07-17,Bank account or service,Checking account,Problems caused by my funds being low,,,,M&T Bank Corporation,MD,21060,,,Referral,2014-07-23,Closed with explanation,Yes,No,942522
7439,2016-01-15,Credit card,,Credit determination,,,Company believes it acted appropriately as authorized by contract or law,Army and Air Force Exchange Service,GA,30096,Servicemember,Consent not provided,Web,2016-01-15,Closed with explanation,Yes,No,1742769
7440,2013-06-05,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Citibank,DC,20008,Older American,,Web,2013-06-06,Closed with monetary relief,Yes,No,424867
7441,2013-10-22,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,Revenue Assistance Corporation dba Revenue Group,MI,49112,"Older American, Servicemember",,Web,2013-11-18,Closed with explanation,Yes,No,567013
7442,2015-02-18,Credit card,,Credit line increase/decrease,,,,Synchrony Financial,CO,80104,,,Web,2015-02-18,Closed with explanation,Yes,No,1244354
7443,2013-04-17,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,NV,89052,,,Web,2013-04-17,Closed with explanation,Yes,No,384690
7444,2012-03-23,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,,,"Seterus, Inc.",ID,83669,,,Web,2012-03-27,Closed without relief,Yes,No,40515
7445,2015-08-23,Credit card,,Identity theft / Fraud / Embezzlement,,"A few months ago, I received a voice message apparently was about my Barclay Credit Card. I returned their call to clarify the matter, but the person I talked to started to ask for my personal information including my SSN. Knowing that I do n't have any credit card with Barclay, I readily said that I am not giving any information about myself because I do n't have any credit card with Barclay and I have no intention of applying for XXXX. 
I continue to receive phone calls from them in which I did not pay attention for obvious reasons. Until I heard another voice mail that it was now under fraud investigation. Out of curiosity, I again returned their call. When I asked about the fraud investigation, the guy again started to ask for my personal information which I refused. I told him that I do n't have any credit card issued by Barclay and if there are applications under my name, they should not approved them. 
On XXXX XXXX, 2015, I received a mail from certain XXXX XXXX dated XXXX XXXX, 2015 informing me that their investigation has concluded and the fraud claim has been denied. That, I will be responsible for the payment on the account as well as any applicable associated fees and finance charges. I immediately responded to XXXX XXXX on XXXX XXXX, 2015 informing them again that I did not apply for any Barclay cards and have no intention of applying for XXXX. That I will not be responsible for the payment of any account relating to any Barclay Cards for it is obviously fraudulent. 
When I was checking my credit score yesterday via XXXX XXXX, I was so upset to learn that I have a past due account with Barclay amounting to {$1700.00} which is now XXXX days late with XXXX missed payment and at 86.15 % credit utilization. Apparently, the account was open last XXXX XXXX, 2015 but was just recently reported to the credit bureaus. This account was only added to my credit report after my last update on XXXX XXXX, 2015. 
I immediately filed disputes to all XXXX credit bureaus about this account. This fraudulent transaction had significantly affected my current credit score. Thus, this complaint. 
",Company chooses not to provide a public response,Barclays PLC,CA,921XX,,Consent provided,Web,2015-08-23,Closed with monetary relief,Yes,No,1532013
7446,2013-01-03,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,MD,21286,,,Referral,2013-01-04,Closed with explanation,Yes,No,221949
7447,2013-03-01,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Citibank,FL,33145,,,Referral,2013-03-01,Closed with explanation,Yes,No,338559
7448,2014-12-01,Bank account or service,Cashing a check without an account,Deposits and withdrawals,,,,TD Bank US Holding Company,MA,01960,,,Web,2014-12-01,Closed with explanation,Yes,No,1137156
7449,2016-02-04,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,RI,02920,,,Referral,2016-02-09,Closed with explanation,Yes,No,1773696
7450,2015-12-31,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,Company believes it acted appropriately as authorized by contract or law,"Select Portfolio Servicing, Inc",NC,27529,,,Fax,2016-01-06,Closed with explanation,Yes,No,1724013
7451,2015-03-11,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,DataMax Corporation,CT,06704,,,Web,2015-03-11,Closed with explanation,Yes,No,1278823
7452,2012-09-12,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Wells Fargo & Company,NC,28173,,,Phone,2012-09-13,Closed with non-monetary relief,Yes,No,151591
7453,2012-03-20,Credit card,,Credit reporting,,,,Citibank,FL,23409,,,Phone,2012-03-20,Closed without relief,Yes,No,37095
7454,2014-05-06,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,TN,38128,,,Web,2014-05-06,Closed with non-monetary relief,Yes,No,840113
7455,2016-04-04,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian,FL,33180,Older American,Consent not provided,Web,2016-04-04,Closed with explanation,Yes,No,1863123
7456,2016-04-21,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TransUnion Intermediate Holdings, Inc.",VI,00802,,,Referral,2016-04-25,Closed with non-monetary relief,Yes,No,1890721
7457,2016-05-25,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"Seterus, Inc.",FL,32828,,Consent not provided,Web,2016-05-25,Closed with explanation,Yes,No,1941868
7458,2013-12-06,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Select Portfolio Servicing, Inc",CA,92508,,,Referral,2013-12-12,Closed with explanation,Yes,No,624319
7459,2012-07-10,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,92395,,,Referral,2012-07-13,Closed with explanation,Yes,No,114079
7460,2014-04-16,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,OH,43017,,,Web,2014-04-16,Closed with explanation,Yes,No,811031
7461,2016-06-18,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,TX,77005,,Consent not provided,Web,2016-06-21,Closed with non-monetary relief,Yes,No,1974940
7462,2014-12-02,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,Santander Consumer USA Holdings Inc,NJ,08088,,,Web,2014-12-05,Closed with explanation,Yes,No,1139486
7463,2016-05-02,Bank account or service,Checking account,Problems caused by my funds being low,,"Hi, My name is XXXX XXXX, I have an account with XXXX XXXX XXXX XXXX. I have been disputing with them because on NUMEROUS Fees which I was never made aware of nor are they written any where. About 2 months ago I went through some financial hardship and my account Overdrew. I became very busy looking for a new job and did n't when until I began getting statements and constants calls from Chexsystems about owing them more than {$1000.00}. Whem I looked at my statements I was being charged redicoulus fees. I was allowed to continue using my card and for example, I spent {$1.00} in parking and they charged me {$180.00} as an over Draft fee and like that many more. I never agreed to such Bullying. Now I cant open an account in any other bank ( I have the letter ), my credit is being affected. I have to do everything in cash, which is almost impossible in this era, They are ruining me and bulling me by reporting me to such an agency and paralyzing my life financially. I am trying to buy a car to take my kids to school and me to work and I cant. I have been on public transportation due to this mess. I need this removed from my consumer report and resolve this issue immediately. Please Help Me. XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Fidelity National Information Services, Inc. (FNIS)",FL,331XX,,Consent provided,Web,2016-05-02,Closed with explanation,Yes,No,1905018
7464,2013-11-13,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,PA,17104,,,Web,2013-11-12,Closed with explanation,Yes,No,595285
7465,2014-08-11,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,PNC Bank N.A.,CO,80002,Older American,,Phone,2014-08-13,Closed,Yes,No,978110
7466,2014-02-18,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,ERC,CA,93306,,,Web,2014-02-19,Closed with non-monetary relief,Yes,No,718957
7467,2016-04-29,Consumer Loan,Vehicle loan,Managing the loan or lease,,"The agent who called, identified herself as a collections agent from Portfolio Recovery, and proceeded to release information about a debt I allegedly still owe, to a person who clearly identified themselves as not me. This is a violation of FDCPA, and CFPB. They are also trying to collect on a debt that is more that 10 years old.",,"Portfolio Recovery Associates, Inc.",OK,731XX,,Consent provided,Web,2016-05-03,Closed with explanation,Yes,No,1902783
7468,2013-10-11,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,GA,30044,,,Web,2013-10-17,Closed with explanation,Yes,No,557687
7469,2013-01-30,Credit card,,Balance transfer fee,,,,U.S. Bancorp,OR,97540,,,Web,2013-01-31,Closed with monetary relief,Yes,No,281042
7470,2014-03-13,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,,,Credit Corp Solutions Inc.,PA,19608,,,Web,2014-03-17,Closed with non-monetary relief,Yes,No,760160
7471,2014-08-28,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,,,"United Collection Bureau, Inc.",MD,20723,,,Web,2014-09-02,Closed with explanation,Yes,No,1005091
7472,2012-07-18,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,Citibank,CA,91320,,,Web,2012-07-19,Closed with explanation,Yes,No,120150
7473,2014-09-13,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Diversified Consultants, Inc.",MD,21229,,,Web,2014-09-13,Closed with explanation,Yes,No,1027811
7474,2012-10-14,Credit card,,Transaction issue,,,,Amex,FL,33176,Older American,,Web,2012-10-15,Closed with explanation,Yes,No,171198
7475,2012-10-15,Credit card,,Identity theft / Fraud / Embezzlement,,,,Synchrony Financial,PA,16146,Older American,,Web,2012-10-17,Closed with explanation,Yes,No,171659
7476,2013-08-26,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Bank of America,TX,78210,,,Web,2013-08-28,Closed with explanation,Yes,No,504305
7477,2014-01-02,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,,,"Navient Solutions, Inc.",NC,27410,,,Web,2014-01-02,Closed with monetary relief,Yes,No,653695
7478,2015-01-19,Prepaid card,ID prepaid card,Unauthorized transactions/trans. issues,,,,"NetSpend Corporation,  a TSYS Company",IN,47274,,,Web,2015-01-19,Closed with monetary relief,Yes,No,1198539
7479,2013-12-23,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",FL,33063,,,Postal mail,2014-01-13,Closed with non-monetary relief,Yes,No,643689
7480,2016-06-23,Credit card,,Late fee,,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Citibank,FL,33859,,,Referral,2016-06-27,Closed with explanation,Yes,No,1982631
7481,2015-09-03,Credit reporting,,Incorrect information on credit report,Personal information,,,Equifax,CA,93001,,Consent not provided,Web,2015-09-07,Closed with explanation,Yes,No,1550759
7482,2015-04-23,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Nissan Motor Acceptance Corporation,FL,34953,,Consent not provided,Web,2015-04-23,Closed with explanation,Yes,No,1344740
7483,2013-08-29,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,CO,80916,,,Referral,2013-08-30,Closed with explanation,Yes,No,509180
7484,2015-02-16,Debt collection,I do not know,Improper contact or sharing of info,Talked to a third party about my debt,,,Regional Management Corp.,TN,37931,Servicemember,,Web,2015-02-16,Closed with explanation,Yes,No,1241691
7485,2014-07-25,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,32256,,,Web,2014-07-30,Closed with explanation,Yes,No,953553
7486,2013-06-11,Money transfers,International money transfer,Fraud or scam,,,,The Western Union Company,NJ,07421,,,Web,2013-06-11,Closed with explanation,Yes,No,428975
7487,2014-09-04,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,TX,77563,,,Postal mail,2014-09-19,Closed with explanation,Yes,No,1015044
7488,2013-02-28,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,CA,92308,,,Web,2013-02-28,Closed with explanation,Yes,No,338482
7489,2013-12-11,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,,,"Check into Cash, Inc.",VA,23606,,,Web,2013-12-10,Closed with explanation,Yes,No,629424
7490,2012-06-28,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,GA,30127,,,Referral,2012-07-02,Closed with explanation,Yes,No,109659
7491,2015-04-08,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,Company can't verify or dispute the facts in the complaint,Consumer Portfolio Services,MI,48135,,,Phone,2015-04-10,Closed with explanation,Yes,No,1322072
7492,2013-04-22,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,34772,,,Web,2013-04-22,Closed with explanation,Yes,No,388119
7493,2015-04-09,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,Company believes it acted appropriately as authorized by contract or law,"Amsher Collection Services, Inc.",NY,11249,,Consent not provided,Web,2015-04-09,Closed with explanation,Yes,No,1323258
7494,2014-05-07,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,"Seterus, Inc.",NJ,08205,,,Web,2014-05-07,Closed with explanation,Yes,No,841931
7495,2015-06-19,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Citibank,NY,117XX,,Other,Web,2015-06-19,Closed with explanation,Yes,No,1429054
7496,2014-06-10,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,FL,32222,Servicemember,,Web,2014-06-10,Closed with non-monetary relief,Yes,No,888488
7497,2012-03-05,Bank account or service,Checking account,"Account opening, closing, or management",,,,U.S. Bancorp,IL,60455,,,Web,2012-03-06,Closed without relief,Yes,No,30061
7498,2016-04-28,Credit card,,Credit line increase/decrease,,"I have been using lowers ( spelled like that on purpose ) for 21/2 years on a business credit account/w an escrow account on top of that to rebuild my underwater/no equity house. Half way through the project XXXX bank sends me a letter they are lowering my credit from a measly XXXX dollar limit ( I am funding most of this project out of pocket ) to XXXX ( which is just above were my balance currently stands ) with some XXXX excuses about low payments, percentage of balance to credit too high, and account open less than XXXX months. I called XXXX bank about the letter and asked for some real legitimate reasons other than the XXXX they sent in the letter about the credit amount reduction, which the customer service could not supply. I stated they were full of bull, I am paying off the account ( they are not getting any more interest payments out of me ), and rudely told the customer service agent to thank their credit evaluation, decision making team thanks for the service and hung up before before anymore "" I am sorry '' spewed from the lips of the customer service agent, and hung up. I have spent roughly {$20000.00} over the past couple of years with these XXXX and this the service and treatment I receive, XXXX '!!",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Synchrony Financial,MI,481XX,,Consent provided,Web,2016-05-20,Closed with explanation,Yes,No,1899688
7499,2015-10-31,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,Company believes it acted appropriately as authorized by contract or law,"Rushmore Service Center, LLC",WA,98405,,Consent not provided,Web,2015-10-31,Closed with explanation,Yes,No,1632480
7500,2013-07-24,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Experian,NY,11729,,,Web,2013-07-24,Closed with non-monetary relief,Yes,No,464672
7501,2014-05-06,Debt collection,Non-federal student loan,Communication tactics,Frequent or repeated calls,,,"Navient Solutions, Inc.",FL,33033,,,Web,2014-05-06,Closed with explanation,Yes,No,840305
7502,2014-08-19,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,TX,76116,,,Postal mail,2014-08-28,Closed with explanation,Yes,No,989960
7503,2014-04-10,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,FL,33178,,,Postal mail,2014-04-14,Closed with explanation,Yes,No,802681
7504,2012-03-09,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,GA,30582,Servicemember,,Phone,2012-03-12,Closed with relief,Yes,No,32870
7505,2014-11-07,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,OR,97213,,,Web,2014-11-07,Closed with explanation,Yes,No,1107016
7506,2012-11-23,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,NC,28650,,,Phone,2012-11-28,Closed with explanation,Yes,No,196597
7507,2011-12-30,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,MD,21117,,,Phone,2011-12-30,Closed without relief,Yes,No,2663
7508,2014-05-23,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,NV,89052,,,Web,2014-05-28,Closed with explanation,Yes,No,867096
7509,2015-04-13,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,Citibank,NC,28086,,Consent not provided,Web,2015-04-13,Closed with explanation,Yes,No,1326680
7510,2015-11-10,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,"I.C. System, Inc.",TX,76022,,Consent not provided,Web,2015-11-10,Closed with explanation,Yes,No,1650036
7511,2013-05-10,Money transfers,Domestic (US) money transfer,Other transaction issues,,,,The Western Union Company,PA,17325,,,Phone,2013-05-13,Closed with explanation,Yes,No,404866
7512,2015-04-13,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,WA,98146,,,Referral,2015-04-16,Closed with explanation,Yes,No,1328375
7513,2015-01-07,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Called after sent written cease of comm,,,Sunrise Credit Services Inc.,IL,62568,,,Referral,2015-01-13,Closed with non-monetary relief,Yes,No,1184708
7514,2016-06-17,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Scott Lowery Law Office, P.C.",CO,81007,,Consent not provided,Web,2016-06-17,Closed with explanation,Yes,No,1973531
7515,2014-10-28,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,FL,33073,,,Referral,2014-11-03,Closed with explanation,Yes,No,1088253
7516,2015-07-15,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,,Company chooses not to provide a public response,"Atlantic Credit & Finance, Inc.",CA,95991,Servicemember,Consent not provided,Web,2015-07-15,Closed with explanation,Yes,No,1468955
7517,2015-10-21,Mortgage,Home equity loan or line of credit,Credit decision / Underwriting,,"I am writing to correct an issue on my credit report, regarding a foreclosure which was finalized in XXXX of XXXX. I had a XXXX and XXXX mortgage on a property located in XXXX, XXXX XXXX that was foreclosed upon. The XXXX mortgage holder, XXXX XXXX, is reporting on my credit report as "" settled '' in XXXX of XXXX, but the XXXX mortgage holder, Bank of America, is still reporting the XXXX mortgage as an "" unsettled '' account until XXXX of XXXX. 

History : In XXXX of XXXX, I contacted the Bank of America 's "" Charge Off '' Department, requesting that credit reporting error be corrected. After six weeks of telephone calls and emails, they told me on XXXX XXXX, XXXX there was nothing they could do. 

Then XX/XX/XXXX, I began receiving harassing calls from XXXX, XXXX, XXXX XXXX XXXX, a law firm in XXXX, XXXX, informing me that they would be taking me to court to collect a {$45000.00} XXXX mortgage judgement against me on behalf of Bank of America. I informed them that this specific XXXX mortgage was settled in a foreclosure and therefore was exempt from collection. They stated that Bank of America considered this XXXX mortgage as a collectable debt. 

Finally, after months of harassing calls, mails and letters, I offered and Bank of America agreed to accept, a {$5000.00} payment to close this matter and on XXXX XXXX, XXXX, I paid this amount. 

I am presently attempting to apply for a new home loan and I am unable to do so because Bank of America is reporting this account as last active in XXXX XXXX, instead of 2 years and 9 months ago ( XXXX of XXXX ) when it was foreclosed upon. Repeated calls to various departments at Bank of America have resulted in no response to my request. My wife and I would appreciate any assistance you can provide us. 
",Company chooses not to provide a public response,Bank of America,CA,956XX,Older American,Consent provided,Web,2015-10-21,Closed with explanation,Yes,No,1617630
7518,2014-11-14,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,,Amex,AL,35563,,,Web,2014-11-14,Closed with non-monetary relief,Yes,No,1117596
7519,2013-12-24,Debt collection,Credit card,Taking/threatening an illegal action,Attempted to/Collected exempt funds,,,"Razor Capital, LLC",VA,23454,,,Postal mail,2014-01-06,Closed with explanation,Yes,No,644512
7520,2014-09-04,Debt collection,I do not know,Improper contact or sharing of info,Contacted employer after asked not to,,,"American Profit Recovery, Inc",OK,74133,,,Web,2014-09-04,Closed with explanation,Yes,No,1014907
7521,2013-03-08,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NC,28112,,,Web,2013-08-06,Closed with explanation,Yes,No,347819
7522,2014-02-21,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,"Out Tech, Inc.",PA,17055,,,Web,2014-02-21,Closed with explanation,Yes,No,725462
7523,2013-11-13,Debt collection,Credit card,Improper contact or sharing of info,Contacted employer after asked not to,,,Synchrony Financial,PA,17036,,,Web,2013-11-13,Closed with explanation,Yes,No,595862
7524,2012-08-23,Mortgage,Conventional adjustable mortgage (ARM),Settlement process and costs,,,,Ocwen,OR,97423,,,Web,2012-08-30,Closed with explanation,Yes,No,140285
7525,2015-02-05,Debt collection,Medical,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,California Accounts Service,CA,92592,,,Web,2015-02-12,Closed with explanation,Yes,No,1226207
